,name,bigg_id,metabolites
420,anteisoheptadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase,rxn10227_c,"[{'coefficient': -1.0, 'bigg_id': 'ser__L_c'}, {'coefficient': -1.0, 'bigg_id': 'cpd15684_c'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'cmp_c'}, {'coefficient': 1.0, 'bigg_id': 'cpd15690_c'}]"
421,Phosphatidylglycerol synthase n-C18 0,rxn09113_c,"[{'coefficient': -1.0, 'bigg_id': 'glyc3p_c'}, {'coefficient': -1.0, 'bigg_id': 'cdpdodecg_c'}, {'coefficient': 1.0, 'bigg_id': 'cmp_c'}, {'coefficient': 1.0, 'bigg_id': 'pgp180_c'}]"
422,Adenosyl cobinamide kinase,rxn03536_c,"[{'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': 'adocbi_c'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'adp_c'}, {'coefficient': 1.0, 'bigg_id': 'adocbip_c'}]"
423,Gly-Phe aminopeptidase,rxn12846_c,"[{'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'gly_phe__L_c'}, {'coefficient': 1.0, 'bigg_id': 'gly_c'}, {'coefficient': 1.0, 'bigg_id': 'phe__L_c'}]"
424,2-Deoxycytidine 5-monophosphate phosphohydrolase,rxn01218_c,"[{'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'dcmp_c'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'pi_c'}, {'coefficient': 1.0, 'bigg_id': 'dcyt_c'}]"
425,L-Leucine-ABC transport,rxn05161_c,"[{'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'leu__L_e'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'adp_c'}, {'coefficient': 1.0, 'bigg_id': 'pi_c'}, {'coefficient': 1.0, 'bigg_id': 'leu__L_c'}]"
426,adenosine 3 5-bisphosphate sulfite oxidized-thioredoxin oxidoreductase,rxn05239_c,"[{'coefficient': -1.0, 'bigg_id': 'trdrd_c'}, {'coefficient': -1.0, 'bigg_id': 'paps_c'}, {'coefficient': 1.0, 'bigg_id': 'trdox_c'}, {'coefficient': 1.0, 'bigg_id': 'so3_c'}, {'coefficient': 1.0, 'bigg_id': 'pap_c'}]"
427,glycerol-3-phosphate acyltransferase C14 0,rxn08547_c,"[{'coefficient': -1.0, 'bigg_id': 'glyc3p_c'}, {'coefficient': -1.0, 'bigg_id': 'myrsACP_c'}, {'coefficient': 1.0, 'bigg_id': 'ACP_c'}, {'coefficient': 1.0, 'bigg_id': '1tdecg3p_c'}]"
428,Hypoxanthine ion-coupled transport,rxn05201_c,"[{'coefficient': -1.0, 'bigg_id': 'h_e'}, {'coefficient': -1.0, 'bigg_id': 'hxan_e'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'hxan_c'}]"
429,anteisoheptadecanoyl-phosphatidylserine decarboxylase,rxn10233_c,"[{'coefficient': -2.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'cpd15690_c'}, {'coefficient': 1.0, 'bigg_id': 'co2_c'}, {'coefficient': 1.0, 'bigg_id': 'cpd15696_c'}]"
430,NADH dehydrogenase demethylmenaquinone-8 & 0 protons,rxn08976_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'nadh_c'}, {'coefficient': -1.0, 'bigg_id': '2dmmq8_c'}, {'coefficient': 1.0, 'bigg_id': 'nad_c'}, {'coefficient': 1.0, 'bigg_id': '2dmmql8_c'}]"
431,2-Isopropylmalate hydro-lyase,rxn02789_c,"[{'coefficient': -1.0, 'bigg_id': '3c3hmp_c'}, {'coefficient': 1.0, 'bigg_id': 'h2o_c'}, {'coefficient': 1.0, 'bigg_id': '2ippm_c'}]"
432,3-methylbutanoyl-CoA acyl-carrier-protein transferase,rxn05383_c,"[{'coefficient': -1.0, 'bigg_id': 'ACP_c'}, {'coefficient': -1.0, 'bigg_id': 'ivcoa_c'}, {'coefficient': 1.0, 'bigg_id': 'coa_c'}, {'coefficient': 1.0, 'bigg_id': 'cpd11520_c'}]"
433,D-erythrose 4-phosphate NAD oxidoreductase,rxn01331_c,"[{'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'nad_c'}, {'coefficient': -1.0, 'bigg_id': 'e4p_c'}, {'coefficient': 2.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'nadh_c'}, {'coefficient': 1.0, 'bigg_id': '4per_c'}]"
434,ATP synthase four protons for one ATP,ATPS4r,"[{'coefficient': -1.0, 'bigg_id': 'adp_c'}, {'coefficient': -1.0, 'bigg_id': 'pi_c'}, {'coefficient': -4.0, 'bigg_id': 'h_e'}, {'coefficient': 3.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'atp_c'}, {'coefficient': 1.0, 'bigg_id': 'h2o_c'}]"
435,N6-1 2-DicarboxyethylAMP AMP-lyase,rxn00800_c,"[{'coefficient': -1.0, 'bigg_id': 'dcamp_c'}, {'coefficient': 1.0, 'bigg_id': 'fum_c'}, {'coefficient': 1.0, 'bigg_id': 'amp_c'}]"
436,ATP Sedoheptulose 7-phosphate 1-phosphotransferase,rxn01343_c,"[{'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': 's7p_c'}, {'coefficient': 1.0, 'bigg_id': 'adp_c'}, {'coefficient': 1.0, 'bigg_id': 's17bp_c'}]"
437,5 10-Methylenetetrahydrofolate dUMP C-methyltransferase,rxn01520_c,"[{'coefficient': -1.0, 'bigg_id': 'dump_c'}, {'coefficient': -1.0, 'bigg_id': 'mlthf_c'}, {'coefficient': 1.0, 'bigg_id': 'dtmp_c'}, {'coefficient': 1.0, 'bigg_id': 'dhf_c'}]"
438,L-Glutamine amidohydrolase,GLUN,"[{'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'gln__L_c'}, {'coefficient': 1.0, 'bigg_id': 'glu__L_c'}, {'coefficient': 1.0, 'bigg_id': 'nh4_c'}]"
439,Ribonucleotide reductase GTP,rxn05234_c,"[{'coefficient': -1.0, 'bigg_id': 'trdrd_c'}, {'coefficient': -1.0, 'bigg_id': 'gtp_c'}, {'coefficient': 1.0, 'bigg_id': 'h2o_c'}, {'coefficient': 1.0, 'bigg_id': 'trdox_c'}, {'coefficient': 1.0, 'bigg_id': 'dgtp_c'}]"
440,L-Lysine carboxy-lyase,rxn00322_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'lys__L_c'}, {'coefficient': 1.0, 'bigg_id': 'co2_c'}, {'coefficient': 1.0, 'bigg_id': '15dap_c'}]"
441,9-methyl-trans-dec-2-enoyl-ACP NAD oxidoreductase A-specific,rxn05441_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'nadh_c'}, {'coefficient': -1.0, 'bigg_id': 'cpd11531_c'}, {'coefficient': 1.0, 'bigg_id': 'nad_c'}, {'coefficient': 1.0, 'bigg_id': 'cpd11532_c'}]"
442,ATP L-glutamate 5-phosphotransferase,rxn00179_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': 'glu__L_c'}, {'coefficient': 1.0, 'bigg_id': 'adp_c'}, {'coefficient': 1.0, 'bigg_id': 'glu5p_c'}]"
443,SERt2,rxn05307_c,"[{'coefficient': -1.0, 'bigg_id': 'h_e'}, {'coefficient': -1.0, 'bigg_id': 'ser__L_e'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'ser__L_c'}]"
444,nitric oxide NADPH2 oxygen oxidoreductase,rxn03991_c,"[{'coefficient': -1.0, 'bigg_id': 'nadph_c'}, {'coefficient': -2.0, 'bigg_id': 'o2_c'}, {'coefficient': -2.0, 'bigg_id': 'no_c'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'nadp_c'}, {'coefficient': 2.0, 'bigg_id': 'no3_c'}]"
445,S-Dihydroorotate amidohydrolase,rxn01465_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'cbasp_c'}, {'coefficient': 1.0, 'bigg_id': 'h2o_c'}, {'coefficient': 1.0, 'bigg_id': 'dhor__S_c'}]"
446,succinate transporter in/out via proton symport,rxn05654_c,"[{'coefficient': -1.0, 'bigg_id': 'h_e'}, {'coefficient': -1.0, 'bigg_id': 'succ_e'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'succ_c'}]"
447,6-methyl-3-oxo-octanoyl-ACP NADP oxidoreductase,rxn05364_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'nadph_c'}, {'coefficient': -1.0, 'bigg_id': 'cpd11500_c'}, {'coefficient': 1.0, 'bigg_id': 'nadp_c'}, {'coefficient': 1.0, 'bigg_id': 'cpd11501_c'}]"
448,L-Histidinal NAD oxidoreductase,rxn00863_c,"[{'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'nad_c'}, {'coefficient': -1.0, 'bigg_id': 'cpd01324_c'}, {'coefficient': 2.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'nadh_c'}, {'coefficient': 1.0, 'bigg_id': 'his__L_c'}]"
449,Pyridoxine 5-phosphate oxygen oxidoreductase deaminating,rxn00209_c,"[{'coefficient': -1.0, 'bigg_id': 'o2_c'}, {'coefficient': -1.0, 'bigg_id': 'pdx5p_c'}, {'coefficient': 1.0, 'bigg_id': 'h2o2_c'}, {'coefficient': 1.0, 'bigg_id': 'pydx5p_c'}]"
450,alpha-ribazole 5-phosphate phosphatase,rxn03150_c,"[{'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': '5prdmbz_c'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'pi_c'}, {'coefficient': 1.0, 'bigg_id': 'rdmbzi_c'}]"
451,Deoxycytidine aminohydrolase,rxn01800_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'dcyt_c'}, {'coefficient': 1.0, 'bigg_id': 'nh4_c'}, {'coefficient': 1.0, 'bigg_id': 'duri_c'}]"
452,fatty-acid--CoA ligase octadecanoate,rxn09449_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': 'coa_c'}, {'coefficient': -1.0, 'bigg_id': 'ocdca_c'}, {'coefficient': 1.0, 'bigg_id': 'ppi_c'}, {'coefficient': 1.0, 'bigg_id': 'amp_c'}, {'coefficient': 1.0, 'bigg_id': 'stcoa_c'}]"
453,S-3-Hydroxybutanoyl-CoA hydro-lyase,rxn02167_c,"[{'coefficient': -1.0, 'bigg_id': '3hbcoa_c'}, {'coefficient': 1.0, 'bigg_id': 'h2o_c'}, {'coefficient': 1.0, 'bigg_id': 'b2coa_c'}]"
454,Potassium ABC transporter,rxn10168_c,"[{'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'k_e'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'adp_c'}, {'coefficient': 1.0, 'bigg_id': 'pi_c'}, {'coefficient': 1.0, 'bigg_id': 'k_c'}]"
455,S-3-Hydroxy-3-methylglutaryl-CoA hydro-lyase,rxn01504_c,"[{'coefficient': -1.0, 'bigg_id': 'hmgcoa_c'}, {'coefficient': 1.0, 'bigg_id': 'h2o_c'}, {'coefficient': 1.0, 'bigg_id': '3mgcoa_c'}]"
456,S-2-Aceto-2-hydroxybutanoate NADP oxidoreductase isomerizing,rxn03436_c,"[{'coefficient': -1.0, 'bigg_id': '2ahbut_c'}, {'coefficient': 1.0, 'bigg_id': '3hmop_c'}]"
457,1-hydroxy-2-methyl-2-E-butenyl 4-diphosphate reductase ipdp,rxn08756_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'nadh_c'}, {'coefficient': -1.0, 'bigg_id': 'h2mb4p_c'}, {'coefficient': 1.0, 'bigg_id': 'ipdp_c'}, {'coefficient': 1.0, 'bigg_id': 'h2o_c'}, {'coefficient': 1.0, 'bigg_id': 'nad_c'}]"
458,serine O-acetyltransferase,rxn00423_c,"[{'coefficient': -1.0, 'bigg_id': 'accoa_c'}, {'coefficient': -1.0, 'bigg_id': 'ser__L_c'}, {'coefficient': 1.0, 'bigg_id': 'coa_c'}, {'coefficient': 1.0, 'bigg_id': 'acser_c'}]"
459,ATP glycerol 3-phosphotransferase,rxn00615_c,"[{'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': 'glyc_c'}, {'coefficient': 1.0, 'bigg_id': 'adp_c'}, {'coefficient': 1.0, 'bigg_id': 'glyc3p_c'}]"
460,Hexanoyl-CoA acetyl-CoA C-acyltransferase,rxn03248_c,"[{'coefficient': -1.0, 'bigg_id': 'accoa_c'}, {'coefficient': -1.0, 'bigg_id': 'hxcoa_c'}, {'coefficient': 1.0, 'bigg_id': 'coa_c'}, {'coefficient': 1.0, 'bigg_id': '3oocoa_c'}]"
461,CDP-diacylglycerol synthetase n-C14 0,rxn08307_c,"[{'coefficient': -1.0, 'bigg_id': 'ctp_c'}, {'coefficient': -1.0, 'bigg_id': 'pa140_c'}, {'coefficient': 1.0, 'bigg_id': 'ppi_c'}, {'coefficient': 1.0, 'bigg_id': 'cdpdtdecg_c'}]"
462,CDP-Diacylglycerol pyrophostatase n-C18 1,rxn08205_c,"[{'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'cdpdodec11eg_c'}, {'coefficient': 1.0, 'bigg_id': 'cmp_c'}, {'coefficient': 1.0, 'bigg_id': 'pa181_c'}]"
463,Malate transport via proton symport 2 H,MALt2_2,"[{'coefficient': -2.0, 'bigg_id': 'h_e'}, {'coefficient': -1.0, 'bigg_id': 'mal__L_e'}, {'coefficient': 2.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'mal__L_c'}]"
464,2-Amino-4-hydroxy-6-hydroxymethyl-7 8-dihydropteridine-,rxn02201_c,"[{'coefficient': -1.0, 'bigg_id': '4abz_c'}, {'coefficient': -1.0, 'bigg_id': '6hmhptpp_c'}, {'coefficient': 1.0, 'bigg_id': 'ppi_c'}, {'coefficient': 1.0, 'bigg_id': 'dhpt_c'}]"
465,iron II transport via ABC system,rxn05555_c,"[{'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'fe2_e'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'adp_c'}, {'coefficient': 1.0, 'bigg_id': 'pi_c'}, {'coefficient': 1.0, 'bigg_id': 'fe2_c'}]"
466,13-methyl-3-hydroxy-tetra-decanoyl-ACP hydro-lyase,rxn05402_c,"[{'coefficient': -1.0, 'bigg_id': 'cpd11538_c'}, {'coefficient': 1.0, 'bigg_id': 'h2o_c'}, {'coefficient': 1.0, 'bigg_id': 'cpd11539_c'}]"
467,L-Cystathionine Lysteine-lyase deaminating,rxn00742_c,"[{'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'cyst__L_c'}, {'coefficient': 1.0, 'bigg_id': 'cys__L_c'}, {'coefficient': 1.0, 'bigg_id': 'nh4_c'}, {'coefficient': 1.0, 'bigg_id': '2obut_c'}]"
468,L-Histidinol NAD oxidoreductase,rxn02159_c,"[{'coefficient': -1.0, 'bigg_id': 'nad_c'}, {'coefficient': -1.0, 'bigg_id': 'histd_c'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'nadh_c'}, {'coefficient': 1.0, 'bigg_id': 'cpd01324_c'}]"
469,FeII oxygen oxidoreductase,rxn00056_c,"[{'coefficient': -4.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'o2_c'}, {'coefficient': -4.0, 'bigg_id': 'fe2_c'}, {'coefficient': 2.0, 'bigg_id': 'h2o_c'}, {'coefficient': 4.0, 'bigg_id': 'fe3_c'}]"
470,Chorismate pyruvate-lyase amino-accepting,ANS,"[{'coefficient': -1.0, 'bigg_id': 'chor_c'}, {'coefficient': -1.0, 'bigg_id': 'gln__L_c'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'glu__L_c'}, {'coefficient': 1.0, 'bigg_id': 'pyr_c'}, {'coefficient': 1.0, 'bigg_id': 'anth_c'}]"
471,trans-hexaprenyltranstransferase,rxn03891_c,"[{'coefficient': -1.0, 'bigg_id': 'ipdp_c'}, {'coefficient': -1.0, 'bigg_id': 'hexdp_c'}, {'coefficient': 1.0, 'bigg_id': 'hepdp_c'}, {'coefficient': 1.0, 'bigg_id': 'ppi_c'}]"
472,UDPglucose pyrophosphohydrolase,rxn00212_c,"[{'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'udpg_c'}, {'coefficient': 1.0, 'bigg_id': 'ump_c'}, {'coefficient': 1.0, 'bigg_id': 'g1p_c'}]"
473,2-Deoxycytidine diphosphate oxidized-thioredoxin 2-oxidoreductase,rxn06076_c,"[{'coefficient': -1.0, 'bigg_id': 'trdrd_c'}, {'coefficient': -1.0, 'bigg_id': 'cdp_c'}, {'coefficient': 1.0, 'bigg_id': 'dcdp_c'}, {'coefficient': 1.0, 'bigg_id': 'h2o_c'}, {'coefficient': 1.0, 'bigg_id': 'trdox_c'}]"
474,L-threonine-O-3-phosphate carboxy-lyase,rxn04385_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'thrp_c'}, {'coefficient': 1.0, 'bigg_id': 'co2_c'}, {'coefficient': 1.0, 'bigg_id': 'applp_c'}]"
475,Decanoyl-acyl-carrier protein malonyl-acyl-carrier-protein,rxn05348_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'malACP_c'}, {'coefficient': -1.0, 'bigg_id': 'dcaACP_c'}, {'coefficient': 1.0, 'bigg_id': 'co2_c'}, {'coefficient': 1.0, 'bigg_id': 'ACP_c'}, {'coefficient': 1.0, 'bigg_id': '3oddecACP_c'}]"
476,3-Phosphoserine 2-oxoglutarate aminotransferase,rxn02914_c,"[{'coefficient': -1.0, 'bigg_id': 'akg_c'}, {'coefficient': -1.0, 'bigg_id': 'pser__L_c'}, {'coefficient': 1.0, 'bigg_id': 'glu__L_c'}, {'coefficient': 1.0, 'bigg_id': '3php_c'}]"
477,ATP L-homoserine O-phosphotransferase,rxn01300_c,"[{'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': 'hom__L_c'}, {'coefficient': 1.0, 'bigg_id': 'adp_c'}, {'coefficient': 1.0, 'bigg_id': 'phom_c'}]"
478,Acetate CoA ligase AMP-forming,rxn00175_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': 'ac_c'}, {'coefficient': -1.0, 'bigg_id': 'coa_c'}, {'coefficient': 1.0, 'bigg_id': 'ppi_c'}, {'coefficient': 1.0, 'bigg_id': 'accoa_c'}, {'coefficient': 1.0, 'bigg_id': 'amp_c'}]"
479,NADH 6 7-dihydropteridine oxidoreductase,rxn01313_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'nadh_c'}, {'coefficient': -1.0, 'bigg_id': 'dhbpt_c'}, {'coefficient': 1.0, 'bigg_id': 'nad_c'}, {'coefficient': 1.0, 'bigg_id': 'thbpt_c'}]"
480,ITP uridine 5-phosphotransferase,rxn00715_c,"[{'coefficient': -1.0, 'bigg_id': 'uri_c'}, {'coefficient': -1.0, 'bigg_id': 'itp_c'}, {'coefficient': 1.0, 'bigg_id': 'ump_c'}, {'coefficient': 1.0, 'bigg_id': 'idp_c'}]"
481,Nicotinate D-ribonucleoside orthophosphate ribosyltransferase,rxn01647_c,"[{'coefficient': -1.0, 'bigg_id': 'pi_c'}, {'coefficient': -1.0, 'bigg_id': 'nicrns_c'}, {'coefficient': 1.0, 'bigg_id': 'nac_c'}, {'coefficient': 1.0, 'bigg_id': 'r1p_c'}]"
482,aminopeptidase,rxn12642_c,"[{'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'ala_L_his__L_c'}, {'coefficient': 1.0, 'bigg_id': 'ala__L_c'}, {'coefficient': 1.0, 'bigg_id': 'his__L_c'}]"
483,Cytidine ion-coupled transport,rxn05198_c,"[{'coefficient': -1.0, 'bigg_id': 'h_e'}, {'coefficient': -1.0, 'bigg_id': 'cytd_e'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'cytd_c'}]"
484,3-Oxopropanoate NAD oxidoreductase decarboxylating,rxn00501_c,"[{'coefficient': -1.0, 'bigg_id': 'coa_c'}, {'coefficient': -1.0, 'bigg_id': 'nad_c'}, {'coefficient': -1.0, 'bigg_id': 'msa_c'}, {'coefficient': 1.0, 'bigg_id': 'co2_c'}, {'coefficient': 1.0, 'bigg_id': 'accoa_c'}, {'coefficient': 1.0, 'bigg_id': 'nadh_c'}]"
485,rxn07588,rxn07588_c,"[{'coefficient': -1.0, 'bigg_id': 'amet_c'}, {'coefficient': -1.0, 'bigg_id': 'codhpre6_c'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'ahcys_c'}, {'coefficient': 1.0, 'bigg_id': 'codscl7_c'}]"
486,deoxyguanosine transport in via proton symport,rxn09688_c,"[{'coefficient': -1.0, 'bigg_id': 'h_e'}, {'coefficient': -1.0, 'bigg_id': 'dgsn_e'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'dgsn_c'}]"
487,8-methyl-3-hydroxy-decanoyl-ACP hydro-lyase,rxn05369_c,"[{'coefficient': -1.0, 'bigg_id': 'cpd11505_c'}, {'coefficient': 1.0, 'bigg_id': 'h2o_c'}, {'coefficient': 1.0, 'bigg_id': 'cpd11506_c'}]"
488,2-Amino-4-hydroxy-6-D-erythro-1 2 3-trihydroxypropyl-7 8-,rxn02504_c,"[{'coefficient': -1.0, 'bigg_id': 'dhnpt_c'}, {'coefficient': 1.0, 'bigg_id': '6hmhpt_c'}, {'coefficient': 1.0, 'bigg_id': 'gcald_c'}]"
489,dCTP aminohydrolase,rxn01672_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'dctp_c'}, {'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': 1.0, 'bigg_id': 'dutp_c'}, {'coefficient': 1.0, 'bigg_id': 'nh4_c'}]"
490,chlorideion transport out via diffusion,rxn10473_c,"[{'coefficient': -1.0, 'bigg_id': 'cl_e'}, {'coefficient': 1.0, 'bigg_id': 'cl_c'}]"
491,NADH dehydrogenase ubiquinone-8,rxn08975_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'nadh_c'}, {'coefficient': -1.0, 'bigg_id': 'q8_c'}, {'coefficient': 1.0, 'bigg_id': 'nad_c'}, {'coefficient': 1.0, 'bigg_id': 'q8h2_c'}]"
492,Dipeptide transport via ABC system gly-glu,rxn05534_c,"[{'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'gly_glu__L_e'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'adp_c'}, {'coefficient': 1.0, 'bigg_id': 'pi_c'}, {'coefficient': 1.0, 'bigg_id': 'gly_glu__L_c'}]"
493,D-glycero-D-manno-heptose 7-phosphate kinase,rxn03918_c,"[{'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': 'gmhep7p_c'}, {'coefficient': 1.0, 'bigg_id': 'adp_c'}, {'coefficient': 1.0, 'bigg_id': 'gmhep17bp_c'}]"
494,glycerol-3-phosphate dehydrogenase ubiquinone-8,rxn08556_c,"[{'coefficient': -1.0, 'bigg_id': 'glyc3p_c'}, {'coefficient': -1.0, 'bigg_id': 'q8_c'}, {'coefficient': 1.0, 'bigg_id': 'q8h2_c'}, {'coefficient': 1.0, 'bigg_id': 'dhap_c'}]"
495,5 10-Methylenetetrahydrofolate 3-methyl-2-oxobutanoate,rxn00912_c,"[{'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': '3mob_c'}, {'coefficient': -1.0, 'bigg_id': 'mlthf_c'}, {'coefficient': 1.0, 'bigg_id': 'thf_c'}, {'coefficient': 1.0, 'bigg_id': '2dhp_c'}]"
496,manganese transport in via proton symport,rxn05618_c,"[{'coefficient': -1.0, 'bigg_id': 'h_e'}, {'coefficient': -1.0, 'bigg_id': 'mn2_e'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'mn2_c'}]"
497,8-methyl-trans-dec-2-enoyl-ACP NAD oxidoreductase A-specific,rxn05435_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'nadh_c'}, {'coefficient': -1.0, 'bigg_id': 'cpd11506_c'}, {'coefficient': 1.0, 'bigg_id': 'nad_c'}, {'coefficient': 1.0, 'bigg_id': 'cpd11507_c'}]"
498,inosine orthophosphate ribosyltransferase,rxn01358_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'pi_c'}, {'coefficient': -1.0, 'bigg_id': 'ins_c'}, {'coefficient': 1.0, 'bigg_id': 'r1p_c'}, {'coefficient': 1.0, 'bigg_id': 'hxan_c'}]"
499,5 10-Methylenetetrahydrofolate glycine hydroxymethyltransferase,rxn00692_c,"[{'coefficient': -1.0, 'bigg_id': 'gly_c'}, {'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'mlthf_c'}, {'coefficient': 1.0, 'bigg_id': 'ser__L_c'}, {'coefficient': 1.0, 'bigg_id': 'thf_c'}]"
